
    ___  __          __
   / _ )/ /_ _____  / /__
  / _  / / // / _ \/  '_/
 /____/_/\_, /_//_/_/\_\
        /___/ for Python v0.2.0 (Linux)

Welcome to the 4Runner MOC, powered by Raspberry Pi
Left Side LED Status: 1
Left Side LED Status: 0
Ditch Light LED Status: 1
Ditch Light LED Status: 0
Left Side LED Status: 1
Left Side LED Status: 0
Traceback (most recent call last):
  File "automoc_local.py", line 60, in <module>
    blynk.run()
  File "/usr/local/lib/python2.7/dist-packages/BlynkLib.py", line 246, in run
    data = self.conn.recv(self.buffin)
KeyboardInterrupt

    ___  __          __
   / _ )/ /_ _____  / /__
  / _  / / // / _ \/  '_/
 /____/_/\_, /_//_/_/\_\
        /___/ for Python v0.2.0 (Linux)

Welcome to the 4Runner MOC, powered by Raspberry Pi
$GNGGA,140920.00,4738.46867,N,12219.68229,W,2,12,0.70,16.5,M,-18.8,M,,0000*4A
$GNGGA,140935.00,4738.46879,N,12219.68184,W,2,12,0.77,17.1,M,-18.8,M,,0000*47
$GNGGA,140950.00,4738.46875,N,12219.68186,W,2,12,0.82,18.5,M,-18.8,M,,0000*4B
$GNGGA,141005.00,4738.46883,N,12219.68224,W,2,12,0.77,18.3,M,-18.8,M,,0000*4D
$GNGGA,141020.00,4738.46885,N,12219.68244,W,2,12,0.70,18.1,M,-18.8,M,,0000*4F
$GNGGA,141035.00,4738.46884,N,12219.68278,W,2,12,0.74,16.8,M,-18.8,M,,0000*46
$GNGGA,141050.00,4738.46884,N,12219.68289,W,2,12,0.74,15.8,M,-18.8,M,,0000*48
$GNGGA,141106.00,4738.46881,N,12219.68236,W,2,12,0.74,15.2,M,-18.8,M,,0000*41
$GNGGA,141121.00,4738.46873,N,12219.68184,W,2,12,0.84,12.7,M,-18.8,M,,0000*4E
$GNGGA,141136.00,4738.46863,N,12219.68139,W,2,12,0.74,12.4,M,-18.8,M,,0000*43
$GNGGA,141151.00,4738.46890,N,12219.68076,W,2,12,0.79,11.9,M,-18.8,M,,0000*47
$GNGGA,141206.00,4738.46908,N,12219.68123,W,2,12,0.75,10.1,M,-18.8,M,,0000*42
$GNGGA,141221.00,4738.46893,N,12219.68142,W,2,12,0.73,10.8,M,-18.8,M,,0000*4C
$GNGGA,141236.00,4738.46877,N,12219.68198,W,2,12,0.70,12.6,M,-18.8,M,,0000*48
$GNGGA,141251.00,4738.46867,N,12219.68211,W,2,12,0.70,15.0,M,-18.8,M,,0000*4B
$GNGGA,141306.00,4738.46859,N,12219.68141,W,2,12,0.74,15.8,M,-18.8,M,,0000*4F
$GNGGA,141321.00,4738.46883,N,12219.68029,W,2,12,0.70,14.7,M,-18.8,M,,0000*48
$GNGGA,141336.00,4738.46924,N,12219.67932,W,2,12,0.81,12.6,M,-18.8,M,,0000*47
$GNGGA,141351.00,4738.46931,N,12219.67979,W,2,12,0.75,12.0,M,-18.8,M,,0000*40
$GNGGA,141406.00,4738.46931,N,12219.67986,W,2,12,0.70,13.3,M,-18.8,M,,0000*42
$GNGGA,141421.00,4738.46978,N,12219.68042,W,2,12,0.74,11.5,M,-18.8,M,,0000*44
$GNGGA,141436.00,4738.47037,N,12219.68096,W,2,12,0.84,9.4,M,-18.8,M,,0000*7F
$GNGGA,141451.00,4738.47046,N,12219.68167,W,2,12,0.79,8.9,M,-18.8,M,,0000*79
$GNGGA,141506.00,4738.47021,N,12219.68122,W,2,12,0.95,10.5,M,-18.8,M,,0000*4D
$GNGGA,141521.00,4738.46986,N,12219.68089,W,2,12,0.95,11.1,M,-18.8,M,,0000*48
$GNGGA,141536.00,4738.46970,N,12219.68082,W,2,12,0.93,9.6,M,-18.8,M,,0000*74
$GNGGA,141551.00,4738.46939,N,12219.68025,W,2,12,0.93,8.9,M,-18.8,M,,0000*7B
$GNGGA,141607.00,4738.46939,N,12219.67980,W,2,12,0.95,8.6,M,-18.8,M,,0000*7B
$GNGGA,141622.00,4738.46980,N,12219.68033,W,2,12,0.93,8.7,M,-18.8,M,,0000*77
$GNGGA,141637.00,4738.46953,N,12219.68074,W,2,12,0.76,10.8,M,-18.8,M,,0000*43
$GNGGA,141652.00,4738.46918,N,12219.68077,W,2,12,0.73,12.6,M,-18.8,M,,0000*45
$GNGGA,141707.00,4738.46897,N,12219.68088,W,2,12,0.80,14.1,M,-18.8,M,,0000*4F
$GNGGA,141722.00,4738.46885,N,12219.68084,W,2,12,0.73,14.1,M,-18.8,M,,0000*4B
$GNGGA,141737.00,4738.46887,N,12219.68072,W,2,12,0.73,14.7,M,-18.8,M,,0000*42
$GNGGA,141752.00,4738.46881,N,12219.68061,W,2,12,0.73,14.3,M,-18.8,M,,0000*41
$GNGGA,141807.00,4738.46908,N,12219.68073,W,2,12,0.77,13.4,M,-18.8,M,,0000*49
$GNGGA,141822.00,4738.46943,N,12219.68096,W,2,12,0.77,13.3,M,-18.8,M,,0000*4D
$GNGGA,141837.00,4738.46970,N,12219.68137,W,2,12,0.77,12.3,M,-18.8,M,,0000*42
$GNGGA,141852.00,4738.46968,N,12219.68110,W,2,12,0.86,12.9,M,-18.8,M,,0000*49
